Recherche de l'hôte...
Connexion à l'hôte...
Authentification...
Utilisation du nom d'utilisateur "gmetais".
Authentification avec le mot de passe pré-entré.
Authentifié.
Démarrage de la session...
Session démarrée.
Session active : [1] gmetais@rebond.tlt
Recherche de l'hôte...
Connexion à l'hôte...
Authentification...
Utilisation du nom d'utilisateur "gmetais".
Authentification avec le mot de passe pré-entré.
Authentifié.
Démarrage de la session...
Session démarrée.
..\StatsIS\2017-11-30\CHROMEBOOK.csv |           1 KB |    0,0 KB/s | binary | 100%
. 2018-03-23 17:17:06.104 Initialised AES-256 SDCTR client->server encryption
. 2018-03-23 17:17:06.104 Initialised HMAC-SHA-256 client->server MAC algorithm
. 2018-03-23 17:17:06.104 Initialised AES-256 SDCTR server->client encryption
. 2018-03-23 17:17:06.104 Initialised HMAC-SHA-256 server->client MAC algorithm
! 2018-03-23 17:17:06.147 Using username "gmetais".
. 2018-03-23 17:17:06.151 Server offered these authentication methods: publickey,gssapi-keyex,gssapi-with-mic,password
. 2018-03-23 17:17:06.152 Using SSPI from SECUR32.DLL
. 2018-03-23 17:17:06.152 Attempting GSSAPI authentication
. 2018-03-23 17:17:06.155 GSSAPI authentication request refused
. 2018-03-23 17:17:06.155 Server offered these authentication methods: publickey,gssapi-keyex,gssapi-with-mic,password
. 2018-03-23 17:17:06.155 Prompt (password, "SSH password", <no instructions>, "Mot de passe :")
. 2018-03-23 17:17:06.155 Using stored password.
. 2018-03-23 17:17:06.156 Sent password
. 2018-03-23 17:17:06.173 Access granted
. 2018-03-23 17:17:06.173 Opening session as main channel
. 2018-03-23 17:17:06.177 Opened main channel
. 2018-03-23 17:17:06.222 Started a shell/command
. 2018-03-23 17:17:06.223 --------------------------------------------------------------------------
. 2018-03-23 17:17:06.223 Using SFTP protocol.
. 2018-03-23 17:17:06.224 Doing startup conversation with host.
> 2018-03-23 17:17:06.229 Type: SSH_FXP_INIT, Size: 5, Number: -1
< 2018-03-23 17:17:06.235 Type: SSH_FXP_VERSION, Size: 95, Number: -1
. 2018-03-23 17:17:06.236 SFTP version 3 negotiated.
. 2018-03-23 17:17:06.236 Unknown server extension posix-rename@openssh.com="1"
. 2018-03-23 17:17:06.236 Supports statvfs@openssh.com extension version "2"
. 2018-03-23 17:17:06.236 Unknown server extension fstatvfs@openssh.com="2"
. 2018-03-23 17:17:06.236 We believe the server has signed timestamps bug
. 2018-03-23 17:17:06.236 We will use UTF-8 strings until server sends an invalid UTF-8 string as with SFTP version 3 and older UTF-8 strings are not mandatory
. 2018-03-23 17:17:06.237 Limiting packet size to OpenSSH sftp-server limit of 262148 bytes
. 2018-03-23 17:17:06.237 Getting current directory name.
. 2018-03-23 17:17:06.237 Getting real path for '.'
> 2018-03-23 17:17:06.237 Type: SSH_FXP_REALPATH, Size: 10, Number: 16
< 2018-03-23 17:17:06.239 Type: SSH_FXP_NAME, Size: 47, Number: 16
. 2018-03-23 17:17:06.239 Real path is '/home/gmetais'
. 2018-03-23 17:17:06.239 Startup conversation with host finished.
< 2018-03-23 17:17:06.240 Script: Session active : [1] gmetais@rebond.tlt
> 2018-03-23 17:17:06.251 Script: echo #2 synchronisation du distant par rapport au local 
< 2018-03-23 17:17:06.252 Script: #2 synchronisation du distant par rapport au local 
> 2018-03-23 17:17:06.254 Script: synchronize  -delete remote quipo quipo
< 2018-03-23 17:17:06.258 Script: Comparaison...
. 2018-03-23 17:17:06.259 Collecting synchronization list for local directory 'quipo' and remote directory 'quipo', mode = Remote, params = 0x3 (Delete, NoConfirmation), file mask = ''
* 2018-03-23 17:17:06.264 (EOSExtException) Erreur lors de la récupération de la liste des fichiers pour "quipo\*.*".
* 2018-03-23 17:17:06.265 Erreur système. Code : 3.
* 2018-03-23 17:17:06.265 Le chemin d’accès spécifié est introuvable
. 2018-03-23 17:17:06.265 Asking user:
. 2018-03-23 17:17:06.265 Erreur lors de l'affichage du contenu du répertoire 'quipo'. ("Erreur lors de la récupération de la liste des fichiers pour ""quipo\*.*"".","Erreur système. Code : 3.","Le chemin d’accès spécifié est introuvable")
< 2018-03-23 17:17:06.265 Script: Erreur lors de l'affichage du contenu du répertoire 'quipo'.
< 2018-03-23 17:17:06.266 Script: Erreur lors de la récupération de la liste des fichiers pour "quipo\*.*".
< 2018-03-23 17:17:06.266 Erreur système. Code : 3.
< 2018-03-23 17:17:06.266 Le chemin d’accès spécifié est introuvable
< 2018-03-23 17:17:06.271 Script: Erreur lors de l'affichage du contenu du répertoire 'quipo'.
< 2018-03-23 17:17:06.271 Erreur lors de la récupération de la liste des fichiers pour "quipo\*.*".
< 2018-03-23 17:17:06.271 Erreur système. Code : 3.
< 2018-03-23 17:17:06.271 Le chemin d’accès spécifié est introuvable
. 2018-03-23 17:17:06.272 Script: Failed
. 2018-03-23 17:17:06.272 Script: Exit code: 1
. 2018-03-23 17:17:06.272 Closing connection.
. 2018-03-23 17:17:06.272 Sending special code: 12
. 2018-03-23 17:17:06.272 Sent EOF message
. 2018-03-23 17:18:28.315 --------------------------------------------------------------------------
. 2018-03-23 17:18:28.316 WinSCP Version 5.13 (Compilation 8172) (OS 10.0.15063 - Windows 10 Pro)
. 2018-03-23 17:18:28.316 Configuration: HKCU\Software\Martin Prikryl\WinSCP 2\
. 2018-03-23 17:18:28.316 Log level: Normal
. 2018-03-23 17:18:28.316 Local account: PMI01716\Utilisateur
. 2018-03-23 17:18:28.316 Working directory: C:\Users\Utilisateur\Documents\TLT\I&S\bin
. 2018-03-23 17:18:28.316 Process ID: 15180
. 2018-03-23 17:18:28.316 Command-line: "C:\Program Files (x86)\WinSCP\WinSCP.exe" /console=5.13.0 /consoleinstance=_18864_508 "/script=quipoput.scp" "/log=quipoput.log" 
. 2018-03-23 17:18:28.316 Time zone: Current: GMT+1, Standard: GMT+1 (Paris, Madrid), DST: GMT+2 (Paris, Madrid (heure d’été)), DST Start: 25/03/2018, DST End: 28/10/2018
. 2018-03-23 17:18:28.317 Login time: vendredi 23 mars 2018 17:18:28
. 2018-03-23 17:18:28.317 --------------------------------------------------------------------------
. 2018-03-23 17:18:28.317 Script: Retrospectively logging previous script records:
> 2018-03-23 17:18:28.317 Script: echo #1 ouverture de la session 
< 2018-03-23 17:18:28.317 Script: #1 ouverture de la session 
> 2018-03-23 17:18:28.317 Script: open sftp://gmetais:***@rebond.tlt
. 2018-03-23 17:18:28.317 --------------------------------------------------------------------------
. 2018-03-23 17:18:28.317 Session name: gmetais@rebond.tlt (Ad-Hoc site)
. 2018-03-23 17:18:28.317 Host name: rebond.tlt (Port: 22)
. 2018-03-23 17:18:28.317 User name: gmetais (Password: Yes, Key file: No, Passphrase: No)
. 2018-03-23 17:18:28.317 Tunnel: No
. 2018-03-23 17:18:28.317 Transfer Protocol: SFTP
. 2018-03-23 17:18:28.317 Ping type: Off, Ping interval: 30 sec; Timeout: 15 sec
. 2018-03-23 17:18:28.317 Disable Nagle: No
. 2018-03-23 17:18:28.317 Proxy: None
. 2018-03-23 17:18:28.317 Send buffer: 262144
. 2018-03-23 17:18:28.317 SSH protocol version: 2; Compression: No
. 2018-03-23 17:18:28.317 Bypass authentication: No
. 2018-03-23 17:18:28.317 Try agent: Yes; Agent forwarding: No; TIS/CryptoCard: No; KI: Yes; GSSAPI: Yes
. 2018-03-23 17:18:28.317 GSSAPI: Forwarding: No; Libs: gssapi32,sspi,custom; Custom: 
. 2018-03-23 17:18:28.317 Ciphers: aes,chacha20,blowfish,3des,WARN,arcfour,des; Ssh2DES: No
. 2018-03-23 17:18:28.317 KEX: ecdh,dh-gex-sha1,dh-group14-sha1,rsa,WARN,dh-group1-sha1
. 2018-03-23 17:18:28.317 SSH Bugs: Auto,Auto,Auto,Auto,Auto,Auto,Auto,Auto,Auto,Auto,Auto,Auto,Auto
. 2018-03-23 17:18:28.317 Simple channel: Yes
. 2018-03-23 17:18:28.317 Return code variable: Autodetect; Lookup user groups: Auto
. 2018-03-23 17:18:28.317 Shell: default
. 2018-03-23 17:18:28.317 EOL: LF, UTF: Auto
. 2018-03-23 17:18:28.317 Clear aliases: Yes, Unset nat.vars: Yes, Resolve symlinks: Yes; Follow directory symlinks: No
. 2018-03-23 17:18:28.317 LS: ls -la, Ign LS warn: Yes, Scp1 Comp: No
. 2018-03-23 17:18:28.317 SFTP Bugs: Auto,Auto
. 2018-03-23 17:18:28.317 SFTP Server: default
. 2018-03-23 17:18:28.318 Local directory: default, Remote directory: home, Update: Yes, Cache: Yes
. 2018-03-23 17:18:28.318 Cache directory changes: Yes, Permanent: Yes
. 2018-03-23 17:18:28.318 Recycle bin: Delete to: No, Overwritten to: No, Bin path: 
. 2018-03-23 17:18:28.318 DST mode: Unix
. 2018-03-23 17:18:28.318 --------------------------------------------------------------------------
. 2018-03-23 17:18:28.318 Looking up host "rebond.tlt" for SSH connection
. 2018-03-23 17:18:28.326 Connecting to 10.34.52.28 port 22
. 2018-03-23 17:18:28.328 We claim version: SSH-2.0-WinSCP_release_5.13
. 2018-03-23 17:18:28.334 Server version: SSH-2.0-OpenSSH_5.3
. 2018-03-23 17:18:28.334 We believe remote version has SSH-2 channel request bug
. 2018-03-23 17:18:28.334 Using SSH protocol version 2
. 2018-03-23 17:18:28.335 Have a known host key of type rsa2
. 2018-03-23 17:18:28.337 Doing Diffie-Hellman group exchange
. 2018-03-23 17:18:28.340 Doing Diffie-Hellman key exchange with hash SHA-256
. 2018-03-23 17:18:28.895 Server also has ssh-dss host key, but we don't know it
. 2018-03-23 17:18:28.895 Host key fingerprint is:
. 2018-03-23 17:18:28.895 ssh-rsa 2048 0c:40:b4:7a:5c:ea:95:58:fc:7d:95:9c:3a:83:8b:d4 BnPkO62piI9OLsBDGbJ6qXTQiju9hrldbnQSVhgp2wI=
. 2018-03-23 17:18:28.895 Host key matches cached key
. 2018-03-23 17:18:28.896 Initialised AES-256 SDCTR client->server encryption
. 2018-03-23 17:18:28.896 Initialised HMAC-SHA-256 client->server MAC algorithm
. 2018-03-23 17:18:28.896 Initialised AES-256 SDCTR server->client encryption
. 2018-03-23 17:18:28.896 Initialised HMAC-SHA-256 server->client MAC algorithm
! 2018-03-23 17:18:28.938 Using username "gmetais".
. 2018-03-23 17:18:28.943 Server offered these authentication methods: publickey,gssapi-keyex,gssapi-with-mic,password
. 2018-03-23 17:18:28.943 Using SSPI from SECUR32.DLL
. 2018-03-23 17:18:28.943 Attempting GSSAPI authentication
. 2018-03-23 17:18:28.946 GSSAPI authentication request refused
. 2018-03-23 17:18:28.946 Server offered these authentication methods: publickey,gssapi-keyex,gssapi-with-mic,password
. 2018-03-23 17:18:28.946 Prompt (password, "SSH password", <no instructions>, "Mot de passe :")
. 2018-03-23 17:18:28.946 Using stored password.
. 2018-03-23 17:18:28.946 Sent password
. 2018-03-23 17:18:28.963 Access granted
. 2018-03-23 17:18:28.963 Opening session as main channel
. 2018-03-23 17:18:28.968 Opened main channel
. 2018-03-23 17:18:29.012 Started a shell/command
. 2018-03-23 17:18:29.012 --------------------------------------------------------------------------
. 2018-03-23 17:18:29.012 Using SFTP protocol.
. 2018-03-23 17:18:29.012 Doing startup conversation with host.
> 2018-03-23 17:18:29.014 Type: SSH_FXP_INIT, Size: 5, Number: -1
< 2018-03-23 17:18:29.024 Type: SSH_FXP_VERSION, Size: 95, Number: -1
. 2018-03-23 17:18:29.025 SFTP version 3 negotiated.
. 2018-03-23 17:18:29.025 Unknown server extension posix-rename@openssh.com="1"
. 2018-03-23 17:18:29.025 Supports statvfs@openssh.com extension version "2"
. 2018-03-23 17:18:29.025 Unknown server extension fstatvfs@openssh.com="2"
. 2018-03-23 17:18:29.025 We believe the server has signed timestamps bug
. 2018-03-23 17:18:29.025 We will use UTF-8 strings until server sends an invalid UTF-8 string as with SFTP version 3 and older UTF-8 strings are not mandatory
. 2018-03-23 17:18:29.025 Limiting packet size to OpenSSH sftp-server limit of 262148 bytes
. 2018-03-23 17:18:29.025 Getting current directory name.
. 2018-03-23 17:18:29.025 Getting real path for '.'
> 2018-03-23 17:18:29.025 Type: SSH_FXP_REALPATH, Size: 10, Number: 16
< 2018-03-23 17:18:29.027 Type: SSH_FXP_NAME, Size: 47, Number: 16
. 2018-03-23 17:18:29.027 Real path is '/home/gmetais'
. 2018-03-23 17:18:29.027 Startup conversation with host finished.
< 2018-03-23 17:18:29.027 Script: Session active : [1] gmetais@rebond.tlt
> 2018-03-23 17:18:29.029 Script: echo #2 synchronisation du distant par rapport au local 
< 2018-03-23 17:18:29.030 Script: #2 synchronisation du distant par rapport au local 
> 2018-03-23 17:18:29.031 Script: synchronize  -delete remote quipo quipo
< 2018-03-23 17:18:29.032 Script: Comparaison...
. 2018-03-23 17:18:29.033 Collecting synchronization list for local directory 'quipo' and remote directory 'quipo', mode = Remote, params = 0x3 (Delete, NoConfirmation), file mask = ''
* 2018-03-23 17:18:29.034 (EOSExtException) Erreur lors de la récupération de la liste des fichiers pour "quipo\*.*".
* 2018-03-23 17:18:29.034 Erreur système. Code : 3.
* 2018-03-23 17:18:29.034 Le chemin d’accès spécifié est introuvable
. 2018-03-23 17:18:29.034 Asking user:
. 2018-03-23 17:18:29.034 Erreur lors de l'affichage du contenu du répertoire 'quipo'. ("Erreur lors de la récupération de la liste des fichiers pour ""quipo\*.*"".","Erreur système. Code : 3.","Le chemin d’accès spécifié est introuvable")
< 2018-03-23 17:18:29.034 Script: Erreur lors de l'affichage du contenu du répertoire 'quipo'.
< 2018-03-23 17:18:29.034 Script: Erreur lors de la récupération de la liste des fichiers pour "quipo\*.*".
< 2018-03-23 17:18:29.034 Erreur système. Code : 3.
< 2018-03-23 17:18:29.034 Le chemin d’accès spécifié est introuvable
< 2018-03-23 17:18:29.036 Script: Erreur lors de l'affichage du contenu du répertoire 'quipo'.
< 2018-03-23 17:18:29.036 Erreur lors de la récupération de la liste des fichiers pour "quipo\*.*".
< 2018-03-23 17:18:29.037 Erreur système. Code : 3.
< 2018-03-23 17:18:29.037 Le chemin d’accès spécifié est introuvable
. 2018-03-23 17:18:29.037 Script: Failed
. 2018-03-23 17:18:29.037 Script: Exit code: 1
. 2018-03-23 17:18:29.037 Closing connection.
. 2018-03-23 17:18:29.037 Sending special code: 12
. 2018-03-23 17:18:29.037 Sent EOF message
